Raw file	Experiment	Fraction	Enzyme	Enzyme mode	Enzyme first search	Enzyme mode first search	Use enzyme first search	Variable modifications	Fixed modifications	Multi modifications	Variable modifications first search	Use variable modifications first search	Requantify	Multiplicity	Max. missed cleavages	Max. labeled AAs	Labels0	Labels1	Labels2	LC-MS run type	Time-dependent recalibration	MS	MS/MS	MS3	MS/MS submitted	MS/MS submitted (SIL)	MS/MS submitted (ISO)	MS/MS submitted (PEAK)	MS/MS identified	MS/MS identified (SIL)	MS/MS identified (ISO)	MS/MS identified (PEAK)	MS/MS identified [%]	MS/MS identified (SIL) [%]	MS/MS identified (ISO) [%]	MS/MS identified (PEAK) [%]	Peptide sequences identified	Peaks	Peaks sequenced	Peaks sequenced [%]	Peaks repeatedly sequenced	Peaks repeatedly sequenced [%]	Isotope patterns	Isotope patterns sequenced	Isotope patterns sequenced (z>1)	Isotope patterns sequenced [%]	Isotope patterns sequenced (z>1) [%]	Isotope patterns repeatedly sequenced	Isotope patterns repeatedly sequenced [%]	Multiplets	Multiplets z=1	Multiplets z=2	Multiplets z=3	Multiplets z=4	Multiplets z=5	Multiplets z=6	Multiplets z=7	Multiplets sequenced	Multiplets sequenced [%]	Multiplets repeatedly sequenced	Multiplets repeatedly sequenced [%]	Multiplets identified	Multiplets identified [%]	Recalibrated	Av. absolute mass deviation [ppm]	Mass standard deviation [ppm]	Av. absolute mass deviation [mDa]	Mass standard deviation [mDa]
20200103_ZH_MEFs_Phosphoproteome_FT_4_04	Exp4	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		4699	66406	0	74960	37673	20179	17108	29640	23164	5656	820	40	61	28	4.8	8824	575082	55444	9.6	8336	15	95386	42109	41229	44	51	11254	27	12583	1292	7671	3300	284	35	1	0	10230	81	8751	86	6857	67	+	0.30841	0.44423	0.20656	0.31059
20200103_ZH_MEFs_Phosphoproteome_FT_4_05	Exp4	5	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		4553	67161	0	73929	40271	20122	13536	33075	25881	6250	944	45	64	31	7	9552	578692	56365	9.7	8904	16	96699	44191	43370	46	53	12218	28	13419	1548	7918	3581	337	34	0	1	10898	81	9484	87	7571	69	+	0.30312	0.43286	0.20362	0.30488
20200103_ZH_MEFs_Phosphoproteome_FT_4_06	Exp4	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		4553	67152	0	73841	40383	20080	13378	31523	25253	5608	662	43	63	28	4.9	9331	586538	56495	9.6	8777	16	99063	44473	43635	45	52	12143	27	13520	1506	8208	3476	300	30	0	0	11009	81	9523	87	7511	68	+	0.31068	0.44371	0.20552	0.30817
20200103_ZH_MEFs_Phosphoproteome_FT_4_07	Exp4	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		4603	66963	0	74215	39664	20047	14504	31888	25407	5638	843	43	64	28	5.8	9393	585364	55833	9.5	8763	16	98697	43568	42724	44	51	11824	27	13447	1419	8054	3619	312	42	1	0	10784	80	9232	86	7513	70	+	0.30536	0.44122	0.203	0.30439
20200103_ZH_MEFs_Phosphoproteome_FT_4_08	Exp4	8	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		5377	62945	0	70448	36578	18864	15006	28773	22452	5459	862	41	61	29	5.7	8472	598409	52584	8.8	7780	15	94542	40561	39725	43	49	10677	26	12420	1207	7314	3508	342	45	3	1	10103	81	8590	85	6722	67	+	0.30542	0.43421	0.20842	0.31304
20200103_ZH_MEFs_Phosphoproteome_FT_4_09	Exp4	9	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		4767	66077	0	73399	39576	19179	14644	32147	25370	5934	843	44	64	31	5.8	9108	589586	54926	9.3	8665	16	96767	42486	41684	44	50	11870	28	13123	1219	7658	3820	378	44	4	0	10699	82	9111	85	7329	69	+	0.3115	0.45655	0.21218	0.32712
20200103_ZH_MEFs_Phosphoproteome_FT_4_10	Exp4	10	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		4633	66764	0	74359	39576	19593	15190	30904	24572	5540	792	42	62	28	5.2	9063	586815	55747	9.5	8682	16	98107	43161	42282	44	50	11766	27	13298	1303	7914	3654	375	50	2	0	10789	81	9221	85	7271	67	+	0.30208	0.43301	0.20111	0.2977
20200103_ZH_MEFs_Phosphoproteome_FT_4_11	Exp4	11	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		4772	66083	0	72386	40184	19596	12606	31452	24887	5748	817	43	62	29	6.5	9149	595542	55053	9.2	8965	16	98628	43619	42785	44	50	12090	28	13497	1365	8019	3748	328	36	1	0	10969	81	9392	86	7404	67	+	0.29996	0.4311	0.19997	0.3026
20200103_ZH_MEFs_Phosphoproteome_FT_4_12	Exp4	12	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		4745	66229	0	73642	38876	19940	14826	28984	22867	5360	757	39	59	27	5.1	8800	580187	55239	9.5	8772	16	96545	42972	42018	45	51	11681	27	13228	1439	7887	3525	328	45	3	1	10590	80	9092	86	6995	66	+	0.2995	0.43006	0.19841	0.29749
20200103_ZH_MEFs_Phosphoproteome_FT_5_01	Exp5	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		4550	67237	0	73876	39370	21228	13278	29863	23594	5660	609	40	60	27	4.6	9402	608781	56596	9.3	8740	15	103700	44993	44110	43	49	11930	27	13620	1214	8241	3723	379	57	5	1	11111	82	9303	84	7334	66	+	0.29774	0.43454	0.19575	0.29633
20200103_ZH_MEFs_Phosphoproteome_FT_5_02	Exp5	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		4562	67171	0	73140	39220	21982	11938	29679	23362	5701	616	41	60	26	5.2	8932	606511	56048	9.2	9177	16	101695	44856	43914	44	51	12454	28	13106	1398	7804	3497	359	46	2	0	10773	82	9117	85	7076	66	+	0.30268	0.43998	0.19877	0.30044
20200103_ZH_MEFs_Phosphoproteome_FT_5_03	Exp5	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		4641	66847	0	75472	37400	20822	17250	28637	22479	5339	819	38	60	26	4.7	8813	589551	55574	9.4	8706	16	99312	42372	41372	43	49	11585	27	12748	1314	7708	3321	362	39	3	1	10307	81	8585	83	6849	66	+	0.32156	0.4812	0.21076	0.33126
20200103_ZH_MEFs_Phosphoproteome_FT_5_04	Exp5	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		4568	67095	0	75973	37337	20880	17756	28144	21963	5427	754	37	59	26	4.2	8339	572043	55451	9.7	8696	16	95303	41998	40994	44	51	11580	28	12141	1268	7221	3260	341	46	4	1	10004	82	8523	85	6457	65	+	0.29293	0.41178	0.19229	0.28162
20200103_ZH_MEFs_Phosphoproteome_FT_5_05	Exp5	5	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		4534	67296	0	74451	38385	21756	14310	29243	22615	5907	721	39	59	27	5	8352	589431	55648	9.4	9303	17	97020	43146	42177	44	52	12463	29	12250	1327	7238	3253	373	54	2	3	10096	82	8687	86	6521	65	+	0.31321	0.44611	0.20771	0.30959
20200103_ZH_MEFs_Phosphoproteome_FT_5_06	Exp5	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		4519	67396	0	75267	38367	21158	15742	29831	23298	5677	856	40	61	27	5.4	8789	590901	55904	9.5	8962	16	99106	42997	42046	43	50	11977	28	12703	1308	7428	3498	397	68	3	1	10409	82	8779	84	6797	65	+	0.30344	0.44022	0.20296	0.30869
20200103_ZH_MEFs_Phosphoproteome_FT_5_07	Exp5	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		5059	64528	0	72651	35833	20572	16246	27118	20676	5616	826	37	58	27	5.1	7937	584649	53873	9.2	8192	15	91866	40720	39837	44	50	11327	28	11401	995	6497	3380	460	66	3	0	9633	84	8223	85	6150	64	+	0.30143	0.43053	0.20348	0.30129
20200103_ZH_MEFs_Phosphoproteome_FT_5_08	Exp5	8	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		4881	65501	0	72697	37542	20763	14392	28282	22303	5356	623	39	59	26	4.3	8175	615039	54629	8.9	8549	16	99131	42532	41633	43	49	11580	27	12382	1140	7143	3602	437	55	3	2	10354	84	8701	84	6660	64	+	0.31679	0.47053	0.21111	0.323
20200103_ZH_MEFs_Phosphoproteome_FT_5_09	Exp5	9	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		4528	67277	0	74018	38746	21790	13482	29749	23586	5491	672	40	61	25	5	8822	584166	56406	9.7	8854	16	98073	44259	43399	45	52	12176	28	12585	1262	7576	3325	366	54	2	0	10503	83	9003	86	6972	66	+	0.3028	0.44327	0.19866	0.29752
20200103_ZH_MEFs_Phosphoproteome_FT_5_10	Exp5	10	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		5017	64738	0	71298	37550	20628	13120	28205	22013	5550	642	40	59	27	4.9	8425	607297	53880	8.9	8916	17	97628	42395	41521	43	49	11812	28	12384	1094	7239	3543	434	69	5	0	10321	83	8724	85	6710	65	+	0.29653	0.42178	0.1981	0.29815
20200103_ZH_MEFs_Phosphoproteome_FT_5_11	Exp5	11	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		4551	67210	0	74350	38841	21229	14280	28676	22825	5118	733	39	59	24	5.1	8567	596901	56158	9.4	8888	16	99925	44240	43319	44	51	11930	27	12938	1329	7774	3435	347	51	2	0	10810	84	9130	84	6986	65	+	0.3135	0.4582	0.20635	0.31255
20200103_ZH_MEFs_Phosphoproteome_FT_5_12	Exp5	12	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)	Carbamidomethyl (C)			False	True	3	3	4		Arg6;Lys4	Arg10;Lys8	Standard		4511	67483	0	74916	38762	21288	14866	29389	22877	5689	823	39	59	27	5.5	8691	595927	55917	9.4	9125	16	99291	43146	42234	43	50	12263	28	12815	1395	7586	3404	364	62	1	3	10474	82	8808	84	6840	65	+	0.30675	0.43794	0.20416	0.30539
Total																						621663	5905464	0	6536407	3260044	2014421	1261942	2730488	2045683	603319	81486	42	63	30	6.5	141058	64846479					9965681	3684011	3613964	37	40	965907	26	1110646	67419	592021	379660	60495	10127	645	279	905647	82	737556	81	569069	63		0.37134	0.52644	0.2621	0.39832
